,Date,Airline,Flight Number,Origin,Dest,Depart Delay,Arrival Delay,Cancelled
232,1/1/18,WN,917,LAX,SMF,7.0,-6.0,0
233,1/1/18,WN,1753,LAX,SMF,25.0,45.0,0
234,1/1/18,WN,1874,LAX,SMF,-2.0,-22.0,0
235,1/1/18,WN,1882,LAX,SMF,-5.0,-14.0,0
236,1/1/18,WN,5622,LAX,SMF,-7.0,-24.0,0
237,1/1/18,WN,5829,LAX,SMF,63.0,48.0,0
238,1/1/18,WN,156,LAX,STL,-5.0,-20.0,0
239,1/1/18,WN,1921,LAX,STL,20.0,2.0,0
240,1/1/18,WN,6149,LAX,STL,36.0,21.0,0
241,1/1/18,WN,1346,LAX,TUS,4.0,-11.0,0
242,1/1/18,WN,6077,LAX,TUS,90.0,98.0,0
243,1/1/18,WN,6461,LAX,TUS,31.0,29.0,0
244,1/1/18,DL,2,JFK,TPA,-4.0,-27.0,0
245,1/1/18,DL,6,LAX,SLC,-2.0,-6.0,0
246,1/1/18,DL,15,ATL,TPA,-1.0,-11.0,0
247,1/1/18,DL,26,ATL,MCO,30.0,27.0,0
248,1/1/18,DL,29,ATL,MCO,-1.0,-1.0,0
249,1/1/18,DL,31,ATL,DFW,17.0,14.0,0
250,1/1/18,DL,33,ATL,IAH,-3.0,-7.0,0
251,1/1/18,DL,39,ATL,SEA,-1.0,-14.0,0
252,1/1/18,DL,40,LAX,JFK,-4.0,-21.0,0
253,1/1/18,DL,41,JFK,LAX,-2.0,-13.0,0
254,1/1/18,DL,43,JFK,BOS,11.0,-11.0,0
255,1/1/18,DL,44,ATL,JFK,-4.0,-23.0,0
256,1/1/18,DL,45,JFK,ATL,-5.0,-24.0,0
257,1/1/18,DL,64,LAX,ATL,0.0,-19.0,0
258,1/1/18,DL,65,ATL,LAX,-1.0,-22.0,0
259,1/1/18,DL,88,LAX,SLC,8.0,-8.0,0
260,1/1/18,DL,91,ATL,MIA,17.0,19.0,0
261,1/1/18,DL,95,ATL,DTW,-3.0,-15.0,0
262,1/1/18,DL,101,LAX,ATL,11.0,-4.0,0
263,1/1/18,DL,104,ATL,BOS,-2.0,-23.0,0
264,1/1/18,DL,109,ATL,SLC,13.0,-6.0,0
265,1/1/18,DL,110,ATL,LAX,9.0,11.0,0
266,1/1/18,DL,117,ATL,BHM,27.0,22.0,0
267,1/1/18,DL,129,LAX,SEA,29.0,-1.0,0
268,1/1/18,DL,131,ATL,GSP,29.0,13.0,0
269,1/1/18,DL,150,ATL,DCA,74.0,107.0,0
270,1/1/18,DL,201,ATL,MSP,2.0,-11.0,0
271,1/1/18,DL,209,JFK,MCO,5.0,1.0,0
272,1/1/18,DL,220,JFK,ATL,-5.0,-12.0,0
273,1/1/18,DL,315,LAX,ATL,22.0,6.0,0
274,1/1/18,DL,320,ATL,MSP,1.0,-19.0,0
275,1/1/18,DL,345,LAX,SJC,-1.0,-26.0,0
276,1/1/18,DL,356,ATL,MSP,17.0,-1.0,0
277,1/1/18,DL,370,ATL,LAX,4.0,-18.0,0
278,1/1/18,DL,374,ATL,DCA,22.0,11.0,0
279,1/1/18,DL,393,ORD,ATL,-5.0,-31.0,0
280,1/1/18,DL,400,JFK,SLC,19.0,-21.0,0
281,1/1/18,DL,411,JFK,SEA,0.0,-49.0,0
282,1/1/18,DL,413,JFK,MSP,20.0,-26.0,0
283,1/1/18,DL,414,JFK,PHX,8.0,-21.0,0
284,1/1/18,DL,415,JFK,SAN,17.0,-30.0,0
285,1/1/18,DL,420,ATL,JFK,0.0,-20.0,0
286,1/1/18,DL,421,JFK,PDX,48.0,2.0,0
287,1/1/18,DL,424,JFK,LAX,15.0,9.0,0
288,1/1/18,DL,427,JFK,LAX,225.0,194.0,0
289,1/1/18,DL,433,JFK,LAS,-7.0,-44.0,0
290,1/1/18,DL,434,JFK,LAS,-2.0,-42.0,0
291,1/1/18,DL,435,JFK,PHX,-2.0,-21.0,0
292,1/1/18,DL,436,JFK,MSP,6.0,-29.0,0
293,1/1/18,DL,439,JFK,SFO,15.0,-3.0,0
294,1/1/18,DL,440,JFK,SEA,-5.0,-46.0,0
295,1/1/18,DL,443,JFK,SLC,-4.0,-54.0,0
296,1/1/18,DL,445,JFK,MSP,-5.0,-40.0,0
297,1/1/18,DL,449,JFK,HNL,148.0,62.0,0
298,1/1/18,DL,453,JFK,SEA,-2.0,-60.0,0
299,1/1/18,DL,456,JFK,SLC,-4.0,-38.0,0
300,1/1/18,DL,458,JFK,LAX,-1.0,3.0,0
301,1/1/18,DL,459,JFK,ATL,1.0,-13.0,0
302,1/1/18,DL,460,JFK,ATL,3.0,2.0,0
303,1/1/18,DL,461,JFK,LAX,2.0,-11.0,0
304,1/1/18,DL,464,JFK,MIA,-5.0,-29.0,0
305,1/1/18,DL,466,JFK,BOS,-7.0,-5.0,0
306,1/1/18,DL,469,JFK,ATL,10.0,-9.0,0
307,1/1/18,DL,476,ATL,JFK,-5.0,1.0,0
308,1/1/18,DL,477,JFK,ATL,-1.0,-34.0,0
309,1/1/18,DL,478,JFK,SFO,-4.0,-7.0,0
310,1/1/18,DL,485,JFK,LAX,-1.0,-24.0,0
311,1/1/18,DL,490,JFK,SFO,-2.0,-12.0,0
312,1/1/18,DL,496,JFK,SFO,21.0,14.0,0
313,1/1/18,DL,498,JFK,SLC,12.0,-17.0,0
314,1/1/18,DL,499,JFK,SLC,-1.0,-61.0,0
315,1/1/18,DL,552,ATL,MSY,-7.0,-18.0,0
316,1/1/18,DL,558,LAX,SLC,-4.0,-19.0,0
317,1/1/18,DL,559,ATL,SJU,-1.0,-14.0,0
318,1/1/18,DL,571,ATL,STT,-1.0,60.0,0
319,1/1/18,DL,586,ATL,SYR,64.0,63.0,0
320,1/1/18,DL,591,ATL,CMH,16.0,7.0,0
321,1/1/18,DL,624,LAX,AUS,-2.0,-22.0,0
322,1/1/18,DL,653,ATL,OKC,-3.0,-10.0,0
323,1/1/18,DL,663,ORD,ATL,-1.0,-22.0,0
324,1/1/18,DL,670,ATL,BHM,-2.0,10.0,0
325,1/1/18,DL,675,LAX,SEA,-4.0,2.0,0
326,1/1/18,DL,696,ATL,CHS,-1.0,-7.0,0
327,1/1/18,DL,699,ATL,ORD,-2.0,-12.0,0
328,1/1/18,DL,716,ATL,CLE,3.0,-7.0,0
329,1/1/18,DL,719,ATL,CAK,95.0,148.0,0
330,1/1/18,DL,725,LAX,HNL,-4.0,-32.0,0
331,1/1/18,DL,731,LAX,SEA,-7.0,-42.0,0
332,1/1/18,DL,735,ATL,STX,5.0,-20.0,0
333,1/1/18,DL,744,ATL,PHL,103.0,101.0,0
334,1/1/18,DL,749,ATL,CHO,-6.0,-16.0,0
335,1/1/18,DL,755,ATL,VPS,-4.0,-15.0,0
336,1/1/18,DL,762,ATL,ALB,-5.0,-11.0,0
337,1/1/18,DL,763,LAX,JFK,-1.0,-25.0,0
338,1/1/18,DL,764,ATL,MKE,-6.0,-11.0,0
339,1/1/18,DL,765,ATL,CHS,-3.0,-17.0,0
340,1/1/18,DL,766,ATL,MLB,-1.0,-6.0,0
341,1/1/18,DL,768,ATL,PBI,43.0,57.0,0
342,1/1/18,DL,783,ATL,AVP,5.0,5.0,0
343,1/1/18,DL,788,ATL,BDL,24.0,20.0,0
344,1/1/18,DL,801,ATL,RSW,-4.0,-16.0,0
345,1/1/18,DL,810,ATL,ATW,-2.0,-9.0,0
346,1/1/18,DL,812,ATL,LAS,-3.0,-7.0,0
347,1/1/18,DL,813,ATL,PHL,-2.0,-4.0,0
348,1/1/18,DL,827,ATL,PDX,22.0,21.0,0
349,1/1/18,DL,830,ATL,CMH,-3.0,-15.0,0
350,1/1/18,DL,837,ATL,HNL,13.0,-11.0,0
351,1/1/18,DL,843,ATL,JFK,87.0,94.0,0
352,1/1/18,DL,845,ATL,PBI,-1.0,-13.0,0
353,1/1/18,DL,856,LAX,MCI,-5.0,-23.0,0
354,1/1/18,DL,858,ATL,JAX,-2.0,-9.0,0
355,1/1/18,DL,875,ATL,BWI,-4.0,-6.0,0
356,1/1/18,DL,877,LAX,IND,-3.0,-20.0,0
357,1/1/18,DL,881,ATL,AUS,-1.0,-11.0,0
358,1/1/18,DL,883,ATL,CHA,13.0,1.0,0
359,1/1/18,DL,885,ATL,GRR,0.0,-14.0,0
360,1/1/18,DL,886,ATL,LGA,-7.0,-24.0,0
361,1/1/18,DL,887,ATL,PDX,-3.0,-22.0,0
362,1/1/18,DL,888,LAX,SJC,-1.0,-27.0,0
363,1/1/18,DL,889,ATL,RDU,0.0,-7.0,0
364,1/1/18,DL,892,ATL,MCO,-8.0,-18.0,0
365,1/1/18,DL,897,ATL,MCO,12.0,8.0,0
366,1/1/18,DL,899,ATL,BUF,-3.0,-11.0,0
367,1/1/18,DL,902,ATL,DTW,12.0,-4.0,0
368,1/1/18,DL,903,ATL,BOS,-2.0,-9.0,0
369,1/1/18,DL,906,ATL,LGA,-2.0,-15.0,0
370,1/1/18,DL,920,ATL,MEM,80.0,87.0,0
371,1/1/18,DL,921,ATL,BWI,0.0,-7.0,0
372,1/1/18,DL,936,ATL,CHS,21.0,14.0,0
373,1/1/18,DL,942,ATL,SJC,-1.0,-25.0,0
374,1/1/18,DL,953,ATL,SAT,11.0,-3.0,0
375,1/1/18,DL,959,ATL,BDL,-1.0,-15.0,0
376,1/1/18,DL,970,ATL,GSO,-1.0,-10.0,0
377,1/1/18,DL,971,ATL,CHA,-4.0,-11.0,0
378,1/1/18,DL,980,ATL,BOS,21.0,33.0,0
379,1/1/18,DL,982,ATL,DAL,-5.0,0.0,0
380,1/1/18,DL,983,ATL,PHX,30.0,14.0,0
381,1/1/18,DL,984,ATL,JFK,29.0,5.0,0
382,1/1/18,DL,987,ATL,MSP,22.0,2.0,0
383,1/1/18,DL,988,ATL,ORD,1.0,-22.0,0
384,1/1/18,DL,995,ATL,MSY,-4.0,-8.0,0
385,1/1/18,DL,1050,ATL,RSW,-6.0,-12.0,0
386,1/1/18,DL,1052,ATL,MKE,-2.0,-13.0,0
387,1/1/18,DL,1053,ATL,PBI,24.0,23.0,0
388,1/1/18,DL,1058,ATL,MCO,0.0,12.0,0
389,1/1/18,DL,1061,LAX,MCO,-2.0,-11.0,0
390,1/1/18,DL,1063,ATL,DTW,0.0,-16.0,0
391,1/1/18,DL,1069,ATL,CMH,-2.0,-11.0,0
392,1/1/18,DL,1075,ATL,DTW,-1.0,-9.0,0
393,1/1/18,DL,1076,ATL,SFO,51.0,69.0,0
394,1/1/18,DL,1087,ATL,DAB,-2.0,-15.0,0
395,1/1/18,DL,1090,ATL,JAX,13.0,1.0,0
396,1/1/18,DL,1094,LAX,PDX,-2.0,-18.0,0
397,1/1/18,DL,1102,ATL,SAV,66.0,55.0,0
398,1/1/18,DL,1106,LAX,DTW,13.0,0.0,0
399,1/1/18,DL,1110,ATL,MCO,108.0,111.0,0
400,1/1/18,DL,1114,ATL,SMF,7.0,-15.0,0
401,1/1/18,DL,1115,ATL,PHX,-2.0,-9.0,0
402,1/1/18,DL,1116,ATL,MDW,4.0,-9.0,0
403,1/1/18,DL,1118,ATL,DEN,0.0,-8.0,0
404,1/1/18,DL,1119,ATL,MSY,41.0,71.0,0
405,1/1/18,DL,1123,ATL,FLL,17.0,21.0,0
406,1/1/18,DL,1127,ATL,IND,12.0,0.0,0
407,1/1/18,DL,1128,ATL,LAX,-1.0,-21.0,0
408,1/1/18,DL,1132,ATL,CID,-3.0,-16.0,0
409,1/1/18,DL,1134,ATL,PBI,-3.0,-15.0,0
410,1/1/18,DL,1136,ATL,RSW,31.0,29.0,0
411,1/1/18,DL,1138,ATL,CVG,-4.0,-15.0,0
412,1/1/18,DL,1140,LAX,ATL,53.0,32.0,0
413,1/1/18,DL,1144,LAX,PDX,-2.0,-27.0,0
414,1/1/18,DL,1149,LAX,HNL,0.0,-27.0,0
415,1/1/18,DL,1150,LAX,ATL,-1.0,-17.0,0
416,1/1/18,DL,1153,ATL,BWI,63.0,78.0,0
417,1/1/18,DL,1159,ATL,BUF,-1.0,-15.0,0
418,1/1/18,DL,1160,ATL,IAD,28.0,77.0,0
419,1/1/18,DL,1167,ATL,MSY,0.0,-10.0,0
420,1/1/18,DL,1170,LAX,CMH,-7.0,-23.0,0
421,1/1/18,DL,1171,ATL,MEM,0.0,-8.0,0
422,1/1/18,DL,1173,ATL,BNA,9.0,4.0,0
423,1/1/18,DL,1178,ATL,RIC,-2.0,-11.0,0
424,1/1/18,DL,1180,LAX,JFK,-3.0,-18.0,0
425,1/1/18,DL,1185,ATL,ABQ,105.0,126.0,0
426,1/1/18,DL,1188,ATL,BZN,23.0,17.0,0
427,1/1/18,DL,1196,LAX,OGG,-6.0,-50.0,0
428,1/1/18,DL,1197,LAX,JFK,0.0,-35.0,0
429,1/1/18,DL,1200,ATL,BOS,8.0,-15.0,0
